id,louvain_label
ENSG00000183431,0
ENSG00000183386,1
ENSG00000183520,0
ENSG00000185668,1
ENSG00000224592,1
ENSG00000116954,0
ENSG00000228436,2
ENSG00000214114,2
ENSG00000158315,3
ENSG00000174574,0
ENSG00000168653,0
ENSG00000127603,3
ENSG00000255103,3
ENSG00000183682,1
ENSG00000182109,2
ENSG00000243970,2
ENSG00000090621,0
ENSG00000163909,4
ENSG00000116981,1
ENSG00000116983,0
ENSG00000084072,0
ENSG00000116985,3
ENSG00000043514,0
ENSG00000116990,4
ENSG00000168389,4
ENSG00000131236,0
ENSG00000131238,0
ENSG00000117000,0
ENSG00000259943,0
ENSG00000084073,0
ENSG00000049089,3
ENSG00000084070,0
ENSG00000187801,0
ENSG00000260920,2
ENSG00000187815,3
ENSG00000164002,0
ENSG00000117010,0
ENSG00000117016,1
ENSG00000272145,3
ENSG00000066136,0
ENSG00000117013,1
ENSG00000179862,1
ENSG00000171793,1
ENSG00000171790,2
ENSG00000010803,1
ENSG00000204060,1
ENSG00000127124,1
ENSG00000230638,2
ENSG00000198815,0
ENSG00000177181,0
ENSG00000066185,0
ENSG00000127125,0
ENSG00000186409,2
ENSG00000171960,0
ENSG00000065978,3
ENSG00000117385,1
ENSG00000164008,0
ENSG00000228452,0
ENSG00000177868,0
ENSG00000164010,3
ENSG00000164011,3
ENSG00000117394,4
ENSG00000227533,2
ENSG00000117395,0
ENSG00000243710,1
ENSG00000179178,3
ENSG00000066056,4
ENSG00000066322,3
ENSG00000159479,0
ENSG00000229431,2
ENSG00000198198,1
ENSG00000178922,1
ENSG00000142949,1
ENSG00000066135,1
ENSG00000236200,2
ENSG00000126091,1
ENSG00000237950,3
ENSG00000117408,3
ENSG00000132768,1
ENSG00000117410,0
ENSG00000117411,1
ENSG00000159214,1
ENSG00000196517,3
ENSG00000178028,1
ENSG00000117419,1
ENSG00000233602,2
ENSG00000187147,3
ENSG00000126106,3
ENSG00000198520,4
ENSG00000142945,4
ENSG00000142937,0
ENSG00000173846,4
ENSG00000222009,2
ENSG00000117425,1
ENSG00000070785,0
ENSG00000126107,1
ENSG00000126088,0
ENSG00000162415,1
ENSG00000132781,3
ENSG00000132773,1
ENSG00000070759,3
ENSG00000236624,3
ENSG00000132763,3
ENSG00000117450,0
ENSG00000117448,1
ENSG00000132780,3
ENSG00000159588,3
ENSG00000159592,3
ENSG00000225447,2
ENSG00000234329,2
ENSG00000159596,0
ENSG00000197429,4
ENSG00000230896,4
ENSG00000086015,1
ENSG00000117461,0
ENSG00000085998,1
ENSG00000171357,1
ENSG00000085999,2
ENSG00000132128,1
ENSG00000173660,0
ENSG00000117481,0
ENSG00000117480,3
ENSG00000269956,2
ENSG00000079277,2
ENSG00000142961,4
ENSG00000123472,0
ENSG00000159658,3
ENSG00000186377,0
ENSG00000186160,2
ENSG00000225506,1
ENSG00000162365,2
ENSG00000162367,4
ENSG00000226252,4
ENSG00000123473,0
ENSG00000162368,0
ENSG00000117834,3
ENSG00000132122,3
ENSG00000224986,3
ENSG00000235105,3
ENSG00000186094,2
ENSG00000162373,0
ENSG00000229846,2
ENSG00000225623,2
ENSG00000237478,2
ENSG00000215887,2
ENSG00000227839,2
ENSG00000162374,0
ENSG00000237337,2
ENSG00000271782,0
ENSG00000185104,0
ENSG00000225767,2
ENSG00000230585,2
ENSG00000123080,3
ENSG00000123091,0
ENSG00000233406,2
ENSG00000085831,1
ENSG00000085832,0
ENSG00000232027,2
ENSG00000117859,3
ENSG00000078618,0
ENSG00000266993,2
ENSG00000169213,0
ENSG00000117862,0
ENSG00000198841,0
ENSG00000134717,0
ENSG00000157077,0
ENSG00000228407,2
ENSG00000223429,2
ENSG00000154222,3
ENSG00000134748,4
ENSG00000134744,3
ENSG00000116157,4
ENSG00000162377,0
ENSG00000162378,0
ENSG00000121310,4
ENSG00000230953,4
ENSG00000116171,0
ENSG00000174348,4
ENSG00000157184,4
ENSG00000162384,3
ENSG00000162385,0
ENSG00000270172,0
ENSG00000157193,1
ENSG00000232762,1
ENSG00000225675,2
ENSG00000174332,1
ENSG00000058804,0
ENSG00000058799,0
ENSG00000211452,2
ENSG00000081870,0
ENSG00000116212,1
ENSG00000272091,0
ENSG00000116209,0
ENSG00000116205,3
ENSG00000212670,3
ENSG00000248835,1
ENSG00000215883,2
ENSG00000116221,1
ENSG00000157216,1
ENSG00000198711,1
ENSG00000162390,4
ENSG00000162391,1
ENSG00000271723,2
ENSG00000184313,1
ENSG00000243725,2
ENSG00000162396,1
ENSG00000116133,1
ENSG00000162402,0
ENSG00000162407,4
ENSG00000162409,0
ENSG00000187889,2
ENSG00000173406,2
ENSG00000227935,2
ENSG00000226759,2
ENSG00000229887,2
ENSG00000235038,2
ENSG00000162600,3
ENSG00000162601,0
ENSG00000177606,4
ENSG00000234807,3
ENSG00000232453,3
ENSG00000172456,4
ENSG00000134709,0
ENSG00000134716,3
ENSG00000226476,4
ENSG00000231252,4
ENSG00000162599,4
ENSG00000270742,3
ENSG00000237853,4
ENSG00000162604,0
ENSG00000132849,2
ENSG00000132854,3
ENSG00000162607,0
ENSG00000116641,4
ENSG00000132855,2
ENSG00000269624,2
ENSG00000235545,4
ENSG00000125703,3
ENSG00000088035,2
ENSG00000142856,4
ENSG00000203965,0
ENSG00000116652,2
ENSG00000079739,4
ENSG00000185483,3
ENSG00000158966,4
ENSG00000162437,4
ENSG00000162434,0
ENSG00000226891,2
ENSG00000185031,2
ENSG00000272506,2
ENSG00000265996,0
ENSG00000162433,4
ENSG00000116675,0
ENSG00000229294,3
ENSG00000234144,3
ENSG00000116678,4
ENSG00000213625,4
ENSG00000184588,3
ENSG00000227466,3
ENSG00000118473,0
ENSG00000264720,2
ENSG00000248458,2
ENSG00000152760,0
ENSG00000152763,0
ENSG00000198160,0
ENSG00000116704,3
ENSG00000081985,1
ENSG00000142864,0
ENSG00000116717,4
ENSG00000172380,4
ENSG00000232284,4
ENSG00000162595,0
ENSG00000116729,4
ENSG00000234383,4
ENSG00000024526,0
ENSG00000033122,2
ENSG00000270615,2
ENSG00000240692,2
ENSG00000229359,2
ENSG00000237919,2
ENSG00000066557,0
ENSG00000116754,0
ENSG00000118454,0
ENSG00000197568,1
ENSG00000116761,4
ENSG00000050628,0
ENSG00000132485,0
ENSG00000229956,2
ENSG00000172260,0
ENSG00000231985,2
ENSG00000228853,2
ENSG00000233994,2
ENSG00000162620,3
ENSG00000254685,0
ENSG00000116783,0
ENSG00000259030,3
ENSG00000237324,0
ENSG00000162621,2
ENSG00000178965,0
ENSG00000116791,0
ENSG00000162623,0
ENSG00000137968,2
ENSG00000224493,2
ENSG00000117054,0
ENSG00000181227,2
ENSG00000137955,1
ENSG00000057468,2
ENSG00000184005,3
ENSG00000226415,0
ENSG00000117069,0
ENSG00000230498,2
ENSG00000142892,0
ENSG00000226084,0
ENSG00000154027,0
ENSG00000233099,2
ENSG00000036549,3
ENSG00000077254,0
ENSG00000180488,0
ENSG00000219201,2
ENSG00000235613,2
ENSG00000162614,4
ENSG00000162613,0
ENSG00000162616,0
ENSG00000137960,0
ENSG00000122420,4
ENSG00000137959,4
ENSG00000137965,4
ENSG00000162618,4
ENSG00000117114,0
ENSG00000227288,2
ENSG00000236676,2
ENSG00000215875,2
ENSG00000233008,2
ENSG00000137941,3
ENSG00000233061,3
ENSG00000271576,3
ENSG00000142875,0
ENSG00000203943,0
ENSG00000117133,0
ENSG00000174021,4
ENSG00000122432,2
ENSG00000117151,4
ENSG00000117155,0
ENSG00000171517,4
ENSG00000097096,2
ENSG00000162642,0
ENSG00000142867,4
ENSG00000223653,2
ENSG00000153904,4
ENSG00000142871,4
ENSG00000117174,3
ENSG00000171502,1
ENSG00000122417,0
ENSG00000016602,3
ENSG00000261737,0
ENSG00000097033,4
ENSG00000183291,0
ENSG00000153936,0
ENSG00000267734,2
ENSG00000225568,2
ENSG00000267272,1
ENSG00000143013,0
ENSG00000237505,4
ENSG00000065243,4
ENSG00000241975,2
ENSG00000137947,0
ENSG00000137944,0
ENSG00000213516,3
ENSG00000117226,4
ENSG00000117228,4
ENSG00000162645,4
ENSG00000162654,4
ENSG00000225492,4
ENSG00000197147,0
ENSG00000231999,3
ENSG00000230735,3
ENSG00000171488,0
ENSG00000171492,3
ENSG00000162664,3
ENSG00000233593,0
ENSG00000122482,3
ENSG00000162669,0
ENSG00000097046,0
ENSG00000069702,4
ENSG00000172031,0
ENSG00000189195,3
ENSG00000069712,0
ENSG00000273487,1
ENSG00000203910,2
ENSG00000174842,0
ENSG00000122484,2
ENSG00000067208,0
ENSG00000229992,2
ENSG00000225505,2
ENSG00000122406,0
ENSG00000154511,0
ENSG00000229052,2
ENSG00000143033,0
ENSG00000117500,4
ENSG00000122483,4
ENSG00000223745,3
ENSG00000117505,0
ENSG00000137942,0
ENSG00000137936,4
ENSG00000224093,4
ENSG00000260464,0
ENSG00000067334,0
ENSG00000023909,0
ENSG00000198691,1
ENSG00000137962,4
ENSG00000117528,3
ENSG00000117525,4
ENSG00000235565,4
ENSG00000224081,4
ENSG00000143036,4
ENSG00000117519,4
ENSG00000235501,4
ENSG00000172339,0
ENSG00000152078,0
ENSG00000231992,2
ENSG00000226026,4
ENSG00000122481,4
ENSG00000228852,2
ENSG00000228971,0
ENSG00000137970,0
ENSG00000117569,0
ENSG00000188641,3
ENSG00000228057,3
ENSG00000235777,3
ENSG00000270911,3
ENSG00000269998,2
ENSG00000259946,2
ENSG00000225206,2
ENSG00000162627,0
ENSG00000117598,0
ENSG00000117600,0
ENSG00000099260,4
ENSG00000162688,0
ENSG00000117620,0
ENSG00000261254,2
ENSG00000156875,0
ENSG00000156876,3
ENSG00000122435,3
ENSG00000122477,0
ENSG00000137992,0
ENSG00000224616,3
ENSG00000137996,0
ENSG00000079335,4
ENSG00000234332,4
ENSG00000181656,0
ENSG00000162692,4
ENSG00000162694,0
ENSG00000162695,4
ENSG00000230946,2
ENSG00000117543,3
ENSG00000233184,4
ENSG00000170989,4
ENSG00000183298,0
ENSG00000118733,0
ENSG00000271277,2
ENSG00000162699,2
ENSG00000060718,2
ENSG00000185946,2
ENSG00000240038,0
ENSG00000198890,0
ENSG00000162631,0
ENSG00000134215,4
ENSG00000085491,0
ENSG00000162636,0
ENSG00000162639,0
ENSG00000134186,3
ENSG00000116266,3
ENSG00000228076,2
ENSG00000121957,3
ENSG00000121940,3
ENSG00000085433,0
ENSG00000244716,0
ENSG00000197780,0
ENSG00000215717,0
ENSG00000270066,3
ENSG00000179902,4
ENSG00000116299,1
ENSG00000031698,0
ENSG00000143126,1
ENSG00000134222,3
ENSG00000221986,2
ENSG00000134243,3
ENSG00000143106,0
ENSG00000143028,4
ENSG00000162650,1
ENSG00000174151,1
ENSG00000181754,0
ENSG00000156097,1
ENSG00000065135,4
ENSG00000225113,2
ENSG00000134183,2
ENSG00000116337,1
ENSG00000168765,1
ENSG00000213366,4
ENSG00000134201,4
ENSG00000134202,4
ENSG00000184371,3
ENSG00000168710,4
ENSG00000143093,1
ENSG00000258634,3
ENSG00000197106,1
ENSG00000227091,2
ENSG00000235526,2
ENSG00000116396,1
ENSG00000162775,1
ENSG00000168679,2
ENSG00000273373,2
ENSG00000224699,3
ENSG00000134248,0
ENSG00000177301,1
ENSG00000259834,0
ENSG00000177272,0
ENSG00000143119,4
ENSG00000261654,0
ENSG00000232811,0
ENSG00000121931,0
ENSG00000156171,0
ENSG00000134255,0
ENSG00000162777,4
ENSG00000173947,4
ENSG00000085465,2
ENSG00000260948,2
ENSG00000233337,2
ENSG00000243960,2
ENSG00000116455,0
ENSG00000116459,0
ENSG00000143110,2
ENSG00000121933,4
ENSG00000116473,3
ENSG00000215867,2
ENSG00000197852,1
ENSG00000064703,0
ENSG00000171385,0
ENSG00000232558,2
ENSG00000237556,2
ENSG00000231437,0
ENSG00000143079,4
ENSG00000134245,2
ENSG00000007341,0
ENSG00000116489,0
ENSG00000238975,2
ENSG00000155363,4
ENSG00000155366,4
ENSG00000155367,1
ENSG00000155380,4
ENSG00000226419,2
ENSG00000236066,2
ENSG00000238198,2
ENSG00000198799,3
ENSG00000081026,0
ENSG00000232499,2
ENSG00000116793,2
ENSG00000081019,0
ENSG00000134242,4
ENSG00000188761,2
ENSG00000134262,2
ENSG00000118655,4
ENSG00000235527,3
ENSG00000163349,4
ENSG00000116774,4
ENSG00000134207,3
ENSG00000197323,0
ENSG00000225650,2
ENSG00000116752,0
ENSG00000175984,4
ENSG00000213281,0
ENSG00000009307,0
ENSG00000052723,0
ENSG00000134198,0
ENSG00000173218,4
ENSG00000118729,4
ENSG00000177551,3
ENSG00000228127,2
ENSG00000163393,3
ENSG00000163399,1
ENSG00000203865,2
ENSG00000116815,4
ENSG00000143061,1
ENSG00000134247,0
ENSG00000134256,1
ENSG00000116830,3
ENSG00000134253,2
ENSG00000198162,0
ENSG00000183508,4
ENSG00000196505,0
ENSG00000065183,0
ENSG00000155761,2
ENSG00000092607,4
ENSG00000116874,0
ENSG00000231365,2
ENSG00000116882,2
ENSG00000203859,2
ENSG00000232780,2
ENSG00000203858,2
ENSG00000235595,2
ENSG00000187481,2
ENSG00000229570,2
ENSG00000203857,2
ENSG00000226443,2
ENSG00000249798,2
ENSG00000239873,2
ENSG00000203855,2
ENSG00000240244,2
ENSG00000260941,2
ENSG00000198857,2
ENSG00000143067,2
ENSG00000092621,3
ENSG00000134250,4
ENSG00000273131,0
ENSG00000223345,4
ENSG00000230806,2
ENSG00000171943,0
ENSG00000269996,0
ENSG00000227082,0
ENSG00000231752,0
ENSG00000230255,7
ENSG00000234978,7
ENSG00000232745,7
ENSG00000232274,2
ENSG00000230850,2
ENSG00000225278,2
ENSG00000185044,2
ENSG00000223804,1
ENSG00000196369,3
ENSG00000236943,3
ENSG00000225241,2
ENSG00000215861,3
ENSG00000168614,2
ENSG00000254539,2
ENSG00000178104,2
ENSG00000255148,2
ENSG00000254913,2
ENSG00000222788,2
ENSG00000268172,2
ENSG00000272755,3
ENSG00000252656,2
ENSG00000223380,0
ENSG00000213240,4
ENSG00000163386,4
ENSG00000233396,0
ENSG00000117289,4
ENSG00000121851,3
ENSG00000181039,1
ENSG00000234222,2
ENSG00000152022,3
ENSG00000131795,0
ENSG00000211451,1
ENSG00000131779,0
ENSG00000143127,4
ENSG00000198483,1
ENSG00000131788,1
ENSG00000186364,1
ENSG00000186141,0
ENSG00000121848,0
ENSG00000117281,2
ENSG00000174827,2
ENSG00000117262,2
ENSG00000152042,2
ENSG00000227733,2
ENSG00000232637,2
ENSG00000239475,2
ENSG00000186275,2
ENSG00000234225,2
ENSG00000131791,0
ENSG00000237188,2
ENSG00000131781,2
ENSG00000271721,4
ENSG00000180867,0
ENSG00000226015,4
ENSG00000131778,3
ENSG00000116128,1
ENSG00000162836,4
ENSG00000143140,4
ENSG00000188092,2
ENSG00000226335,4
ENSG00000227700,1
ENSG00000272824,0
ENSG00000122497,4
ENSG00000203832,2
ENSG00000243452,2
ENSG00000203827,2
ENSG00000232527,1
ENSG00000206737,1
ENSG00000223779,4
ENSG00000226067,1
ENSG00000235999,1
ENSG00000269501,0
ENSG00000239903,2
ENSG00000150337,4
ENSG00000203814,4
ENSG00000261716,4
ENSG00000184678,3
ENSG00000184260,4
ENSG00000184270,4
ENSG00000178096,1
ENSG00000159164,1
ENSG00000143368,1
ENSG00000014914,2
ENSG00000163113,3
ENSG00000136631,0
ENSG00000023902,1
ENSG00000143401,4
ENSG00000118298,3
ENSG00000117362,4
ENSG00000118292,4
ENSG00000159208,0
ENSG00000187145,0
ENSG00000117360,4
ENSG00000163125,2
ENSG00000143374,1
ENSG00000143369,1
ENSG00000143382,4
ENSG00000143384,4
ENSG00000143420,0
ENSG00000143457,0
ENSG00000163131,4
ENSG00000143387,4
ENSG00000143437,2
ENSG00000143379,1
ENSG00000143418,3
ENSG00000143412,3
ENSG00000143409,3
ENSG00000143363,0
ENSG00000143443,3
ENSG00000197622,3
ENSG00000213190,0
ENSG00000143458,3
ENSG00000143434,1
ENSG00000163154,3
ENSG00000163155,0
ENSG00000163156,1
ENSG00000163159,1
ENSG00000143398,2
ENSG00000159352,1
ENSG00000143373,1
ENSG00000143393,1
ENSG00000143390,0
ENSG00000143416,4
ENSG00000159377,0
ENSG00000143442,2
ENSG00000143375,3
ENSG00000143367,1
ENSG00000143376,0
ENSG00000159409,1
ENSG00000178796,0
ENSG00000143436,0
ENSG00000143450,2
ENSG00000182134,0
ENSG00000203288,1
ENSG00000225556,1
ENSG00000234614,0
ENSG00000196407,1
ENSG00000159445,2
ENSG00000197747,4
ENSG00000163191,4
ENSG00000159450,1
ENSG00000237975,1
ENSG00000197915,1
ENSG00000143631,1
ENSG00000143520,2
ENSG00000197956,0
ENSG00000188643,4
ENSG00000189171,4
ENSG00000160678,4
ENSG00000160679,3
ENSG00000143553,1
ENSG00000143621,0
ENSG00000143624,1
ENSG00000143554,4
ENSG00000143614,1
ENSG00000223599,2
ENSG00000198837,1
ENSG00000160741,1
ENSG00000143570,4
ENSG00000143578,3
ENSG00000143543,0
ENSG00000272654,4
ENSG00000143545,4
ENSG00000177954,1
ENSG00000143552,2
ENSG00000143549,0
ENSG00000264384,2
ENSG00000143612,0
ENSG00000143569,1
ENSG00000143575,0
ENSG00000143515,1
ENSG00000160712,4
ENSG00000169291,4
ENSG00000160714,0
ENSG00000160716,1
